countyfips,buyer_county,buyer_state,year,total_pills
26011,ARENAC,MI,2006,532900
26011,ARENAC,MI,2007,599100
26011,ARENAC,MI,2008,665300
26011,ARENAC,MI,2009,800700
26011,ARENAC,MI,2010,890280
26011,ARENAC,MI,2011,1042010
26011,ARENAC,MI,2012,1094180
26011,ARENAC,MI,2013,1167540
26011,ARENAC,MI,2014,1186170
05001,ARKANSAS,AR,2006,754310
05001,ARKANSAS,AR,2007,857180
05001,ARKANSAS,AR,2008,940990
05001,ARKANSAS,AR,2009,1017990
05001,ARKANSAS,AR,2010,1133160
05001,ARKANSAS,AR,2011,1173410
05001,ARKANSAS,AR,2012,1188620
05001,ARKANSAS,AR,2013,1031700
05001,ARKANSAS,AR,2014,1110440
51013,ARLINGTON,VA,2006,1460805
51013,ARLINGTON,VA,2007,1545774
51013,ARLINGTON,VA,2008,1620150
51013,ARLINGTON,VA,2009,1751300
51013,ARLINGTON,VA,2010,1852800
51013,ARLINGTON,VA,2011,2067700
51013,ARLINGTON,VA,2012,2156100
51013,ARLINGTON,VA,2013,2136590
51013,ARLINGTON,VA,2014,1951870
42005,ARMSTRONG,PA,2006,2076400
42005,ARMSTRONG,PA,2007,2269250
42005,ARMSTRONG,PA,2008,2396100
42005,ARMSTRONG,PA,2009,2413670
42005,ARMSTRONG,PA,2010,2700330
42005,ARMSTRONG,PA,2011,3019060
42005,ARMSTRONG,PA,2012,3186970
42005,ARMSTRONG,PA,2013,3304710
42005,ARMSTRONG,PA,2014,3070830
48011,ARMSTRONG,TX,2006,14500
48011,ARMSTRONG,TX,2007,20400
48011,ARMSTRONG,TX,2008,14900
48011,ARMSTRONG,TX,2009,15700
48011,ARMSTRONG,TX,2010,15000
48011,ARMSTRONG,TX,2011,20330
48011,ARMSTRONG,TX,2012,15800
48011,ARMSTRONG,TX,2013,12600
23003,AROOSTOOK,ME,2006,2742060
23003,AROOSTOOK,ME,2007,3030810
23003,AROOSTOOK,ME,2008,3247180
23003,AROOSTOOK,ME,2009,3019570
23003,AROOSTOOK,ME,2010,3144610
23003,AROOSTOOK,ME,2011,3075800
23003,AROOSTOOK,ME,2012,2865580
23003,AROOSTOOK,ME,2013,2740150
23003,AROOSTOOK,ME,2014,2790580
22005,ASCENSION,LA,2006,4148650
22005,ASCENSION,LA,2007,4980310
22005,ASCENSION,LA,2008,5363330
22005,ASCENSION,LA,2009,5127260
22005,ASCENSION,LA,2010,4874600
22005,ASCENSION,LA,2011,5098200
22005,ASCENSION,LA,2012,5572780
22005,ASCENSION,LA,2013,5683720
22005,ASCENSION,LA,2014,5543260
37009,ASHE,NC,2006,936940
37009,ASHE,NC,2007,1053050
37009,ASHE,NC,2008,1083560
37009,ASHE,NC,2009,1146930
37009,ASHE,NC,2010,1329770
37009,ASHE,NC,2011,1218320
37009,ASHE,NC,2012,1206790
37009,ASHE,NC,2013,1203490
37009,ASHE,NC,2014,1211970
39005,ASHLAND,OH,2006,835000
39005,ASHLAND,OH,2007,1007400
39005,ASHLAND,OH,2008,1089470
39005,ASHLAND,OH,2009,1148790
39005,ASHLAND,OH,2010,1269270
39005,ASHLAND,OH,2011,1392010
39005,ASHLAND,OH,2012,1297980
39005,ASHLAND,OH,2013,1193930
39005,ASHLAND,OH,2014,1173940
55003,ASHLAND,WI,2006,551300
55003,ASHLAND,WI,2007,598700
55003,ASHLAND,WI,2008,599040
55003,ASHLAND,WI,2009,642700
55003,ASHLAND,WI,2010,650600
55003,ASHLAND,WI,2011,739260
55003,ASHLAND,WI,2012,786030
55003,ASHLAND,WI,2013,796000
55003,ASHLAND,WI,2014,787400
05003,ASHLEY,AR,2006,670990
05003,ASHLEY,AR,2007,767760
05003,ASHLEY,AR,2008,750860
05003,ASHLEY,AR,2009,775080
05003,ASHLEY,AR,2010,901940
05003,ASHLEY,AR,2011,1001560
05003,ASHLEY,AR,2012,1054870
05003,ASHLEY,AR,2013,1088500
05003,ASHLEY,AR,2014,1054280
39007,ASHTABULA,OH,2006,2996900
39007,ASHTABULA,OH,2007,3340920
39007,ASHTABULA,OH,2008,3693180
39007,ASHTABULA,OH,2009,4395120
39007,ASHTABULA,OH,2010,4685560
39007,ASHTABULA,OH,2011,4998760
39007,ASHTABULA,OH,2012,4728150
39007,ASHTABULA,OH,2013,4471900
39007,ASHTABULA,OH,2014,4181420
53003,ASOTIN,WA,2006,1209800
53003,ASOTIN,WA,2007,986200
53003,ASOTIN,WA,2008,1013180
53003,ASOTIN,WA,2009,1149510
53003,ASOTIN,WA,2010,1851360
53003,ASOTIN,WA,2011,2137640
53003,ASOTIN,WA,2012,2234360
53003,ASOTIN,WA,2013,2364164
53003,ASOTIN,WA,2014,2282640
22007,ASSUMPTION,LA,2006,224000
22007,ASSUMPTION,LA,2007,268100
22007,ASSUMPTION,LA,2008,297060
22007,ASSUMPTION,LA,2009,268200
22007,ASSUMPTION,LA,2010,249900
22007,ASSUMPTION,LA,2011,282700
22007,ASSUMPTION,LA,2012,278550
22007,ASSUMPTION,LA,2013,262440
22007,ASSUMPTION,LA,2014,266600
48013,ATASCOSA,TX,2006,1139180
48013,ATASCOSA,TX,2007,1686010
48013,ATASCOSA,TX,2008,1954850
48013,ATASCOSA,TX,2009,2317040
48013,ATASCOSA,TX,2010,2517750
48013,ATASCOSA,TX,2011,2655060
48013,ATASCOSA,TX,2012,2560400
48013,ATASCOSA,TX,2013,2442190
48013,ATASCOSA,TX,2014,2218150
20005,ATCHISON,KS,2006,492000
20005,ATCHISON,KS,2007,616000
20005,ATCHISON,KS,2008,815760
20005,ATCHISON,KS,2009,834820
20005,ATCHISON,KS,2010,853210
20005,ATCHISON,KS,2011,891400
20005,ATCHISON,KS,2012,911790
20005,ATCHISON,KS,2013,865040
20005,ATCHISON,KS,2014,884610
29005,ATCHISON,MO,2006,119300
29005,ATCHISON,MO,2007,136300
29005,ATCHISON,MO,2008,140400
29005,ATCHISON,MO,2009,145500
29005,ATCHISON,MO,2010,148200
29005,ATCHISON,MO,2011,180960
29005,ATCHISON,MO,2012,204700
29005,ATCHISON,MO,2013,221100
29005,ATCHISON,MO,2014,198300
39009,ATHENS,OH,2006,2698920
39009,ATHENS,OH,2007,2613790
39009,ATHENS,OH,2008,2833100
39009,ATHENS,OH,2009,3044075
39009,ATHENS,OH,2010,3246750
39009,ATHENS,OH,2011,3404560
39009,ATHENS,OH,2012,3465780
39009,ATHENS,OH,2013,3560650
39009,ATHENS,OH,2014,3394740
13003,ATKINSON,GA,2006,250020
13003,ATKINSON,GA,2007,316100
13003,ATKINSON,GA,2008,371620
13003,ATKINSON,GA,2009,367000
13003,ATKINSON,GA,2010,563780
13003,ATKINSON,GA,2011,525260
13003,ATKINSON,GA,2012,539190
13003,ATKINSON,GA,2013,598700
13003,ATKINSON,GA,2014,552100
34001,ATLANTIC,NJ,2006,8780777
34001,ATLANTIC,NJ,2007,10195770
34001,ATLANTIC,NJ,2008,11459000
34001,ATLANTIC,NJ,2009,10522182
34001,ATLANTIC,NJ,2010,10556970
34001,ATLANTIC,NJ,2011,11240810
34001,ATLANTIC,NJ,2012,10832740
34001,ATLANTIC,NJ,2013,11054760
34001,ATLANTIC,NJ,2014,11379000
40005,ATOKA,OK,2006,409300
40005,ATOKA,OK,2007,445460
40005,ATOKA,OK,2008,520400
40005,ATOKA,OK,2009,658000
40005,ATOKA,OK,2010,708600
40005,ATOKA,OK,2011,758950
40005,ATOKA,OK,2012,747040
40005,ATOKA,OK,2013,858700
40005,ATOKA,OK,2014,875810
28007,ATTALA,MS,2006,426540
28007,ATTALA,MS,2007,521200
28007,ATTALA,MS,2008,649290
28007,ATTALA,MS,2009,729070
28007,ATTALA,MS,2010,748260
28007,ATTALA,MS,2011,776700
28007,ATTALA,MS,2012,879700
28007,ATTALA,MS,2013,776060
28007,ATTALA,MS,2014,774720
29007,AUDRAIN,MO,2006,535400
29007,AUDRAIN,MO,2007,605200
29007,AUDRAIN,MO,2008,669320
29007,AUDRAIN,MO,2009,665830
29007,AUDRAIN,MO,2010,700480
29007,AUDRAIN,MO,2011,833400
29007,AUDRAIN,MO,2012,876020
29007,AUDRAIN,MO,2013,846300
29007,AUDRAIN,MO,2014,874710
19009,AUDUBON,IA,2006,77700
19009,AUDUBON,IA,2007,77430
19009,AUDUBON,IA,2008,89230
19009,AUDUBON,IA,2009,104900
19009,AUDUBON,IA,2010,103030
19009,AUDUBON,IA,2011,89700
19009,AUDUBON,IA,2012,100060
19009,AUDUBON,IA,2013,97700
19009,AUDUBON,IA,2014,96200
39011,AUGLAIZE,OH,2006,848330
39011,AUGLAIZE,OH,2007,970880
39011,AUGLAIZE,OH,2008,1084300
39011,AUGLAIZE,OH,2009,1141590
39011,AUGLAIZE,OH,2010,1210210
39011,AUGLAIZE,OH,2011,1365530
39011,AUGLAIZE,OH,2012,1360090
39011,AUGLAIZE,OH,2013,1393040
39011,AUGLAIZE,OH,2014,1397160
51015,AUGUSTA,VA,2006,1297790
51015,AUGUSTA,VA,2007,1460800
51015,AUGUSTA,VA,2008,1472080
51015,AUGUSTA,VA,2009,1530050
51015,AUGUSTA,VA,2010,1530060
51015,AUGUSTA,VA,2011,1610100
51015,AUGUSTA,VA,2012,1634300
51015,AUGUSTA,VA,2013,1608250
51015,AUGUSTA,VA,2014,1416250
48015,AUSTIN,TX,2006,503500
48015,AUSTIN,TX,2007,600200
48015,AUSTIN,TX,2008,706960
48015,AUSTIN,TX,2009,819340
48015,AUSTIN,TX,2010,813530
48015,AUSTIN,TX,2011,904080
48015,AUSTIN,TX,2012,995340
48015,AUSTIN,TX,2013,982190
48015,AUSTIN,TX,2014,817960
01001,AUTAUGA,AL,2006,2277140
01001,AUTAUGA,AL,2007,2595590
01001,AUTAUGA,AL,2008,2817500
01001,AUTAUGA,AL,2009,3120850
01001,AUTAUGA,AL,2010,3174140
01001,AUTAUGA,AL,2011,3525120
01001,AUTAUGA,AL,2012,3758130
01001,AUTAUGA,AL,2013,3766910
01001,AUTAUGA,AL,2014,3638490
37011,AVERY,NC,2006,883600
37011,AVERY,NC,2007,973980
37011,AVERY,NC,2008,1042400
37011,AVERY,NC,2009,1110650
37011,AVERY,NC,2010,1083320
37011,AVERY,NC,2011,1026550
37011,AVERY,NC,2012,1098350
37011,AVERY,NC,2013,1113260
37011,AVERY,NC,2014,1051960
22009,AVOYELLES,LA,2006,1433030
22009,AVOYELLES,LA,2007,1613240
22009,AVOYELLES,LA,2008,1878700
22009,AVOYELLES,LA,2009,1971100
22009,AVOYELLES,LA,2010,1946860
22009,AVOYELLES,LA,2011,2227370
22009,AVOYELLES,LA,2012,2476560
22009,AVOYELLES,LA,2013,2464650
22009,AVOYELLES,LA,2014,2620380
08009,BACA,CO,2006,69400
08009,BACA,CO,2007,79500
08009,BACA,CO,2008,77300
08009,BACA,CO,2009,64800
08009,BACA,CO,2010,81800
08009,BACA,CO,2011,102200
08009,BACA,CO,2012,81900
08009,BACA,CO,2013,86940
08009,BACA,CO,2014,101900
13005,BACON,GA,2006,614740
13005,BACON,GA,2007,972640
13005,BACON,GA,2008,926030
13005,BACON,GA,2009,943380
13005,BACON,GA,2010,1684710
13005,BACON,GA,2011,1394060
13005,BACON,GA,2012,1335370
13005,BACON,GA,2013,1112650
13005,BACON,GA,2014,1105310
48017,BAILEY,TX,2006,111080
48017,BAILEY,TX,2007,135700
48017,BAILEY,TX,2008,133400
48017,BAILEY,TX,2009,120630
48017,BAILEY,TX,2010,136000
48017,BAILEY,TX,2011,153400
48017,BAILEY,TX,2012,192600
48017,BAILEY,TX,2013,206300
48017,BAILEY,TX,2014,183480
12003,BAKER,FL,2006,1382600
12003,BAKER,FL,2007,1712800
12003,BAKER,FL,2008,1886000
12003,BAKER,FL,2009,2155140
12003,BAKER,FL,2010,2599360
12003,BAKER,FL,2011,2764290
12003,BAKER,FL,2012,1964170
12003,BAKER,FL,2013,1938080
12003,BAKER,FL,2014,1863190
13007,BAKER,GA,2006,1300
41001,BAKER,OR,2006,854230
41001,BAKER,OR,2007,879980
41001,BAKER,OR,2008,911190
41001,BAKER,OR,2009,987620
41001,BAKER,OR,2010,1201530
41001,BAKER,OR,2011,1152290
41001,BAKER,OR,2012,1209170
41001,BAKER,OR,2013,1156910
41001,BAKER,OR,2014,1146730
01003,BALDWIN,AL,2006,6353798
01003,BALDWIN,AL,2007,7666160
01003,BALDWIN,AL,2008,8620950
01003,BALDWIN,AL,2009,9668050
01003,BALDWIN,AL,2010,10862078
01003,BALDWIN,AL,2011,12358832
01003,BALDWIN,AL,2012,14396713
01003,BALDWIN,AL,2013,14294091
01003,BALDWIN,AL,2014,13363652
13009,BALDWIN,GA,2006,1083680
13009,BALDWIN,GA,2007,1297520
13009,BALDWIN,GA,2008,1466470
13009,BALDWIN,GA,2009,1582630
13009,BALDWIN,GA,2010,1883140
13009,BALDWIN,GA,2011,2176619
13009,BALDWIN,GA,2012,2414680
13009,BALDWIN,GA,2013,2400060
13009,BALDWIN,GA,2014,2284110
21007,BALLARD,KY,2006,177980
21007,BALLARD,KY,2007,208960
21007,BALLARD,KY,2008,270640
21007,BALLARD,KY,2009,377400
21007,BALLARD,KY,2010,462870
21007,BALLARD,KY,2011,498400
21007,BALLARD,KY,2012,477760
21007,BALLARD,KY,2013,459710
21007,BALLARD,KY,2014,457100
24005,BALTIMORE,MD,2006,21889767
24005,BALTIMORE,MD,2007,25342418
24005,BALTIMORE,MD,2008,27664010
24005,BALTIMORE,MD,2009,31383950
24005,BALTIMORE,MD,2010,34224000
24005,BALTIMORE,MD,2011,36495197.4
24005,BALTIMORE,MD,2012,35287407
24005,BALTIMORE,MD,2013,33266485
24005,BALTIMORE,MD,2014,32454922
24510,BALTIMORE CITY,MD,2006,21129273
24510,BALTIMORE CITY,MD,2007,15516214
24510,BALTIMORE CITY,MD,2008,16229435
24510,BALTIMORE CITY,MD,2009,17100075
24510,BALTIMORE CITY,MD,2010,18331730
24510,BALTIMORE CITY,MD,2011,18764696
24510,BALTIMORE CITY,MD,2012,19067070
24510,BALTIMORE CITY,MD,2013,18490520
24510,BALTIMORE CITY,MD,2014,18339760
45009,BAMBERG,SC,2006,380200
45009,BAMBERG,SC,2007,392160
45009,BAMBERG,SC,2008,443300
45009,BAMBERG,SC,2009,535400
45009,BAMBERG,SC,2010,514290
45009,BAMBERG,SC,2011,552030
45009,BAMBERG,SC,2012,624360
45009,BAMBERG,SC,2013,654470
45009,BAMBERG,SC,2014,612320
48019,BANDERA,TX,2006,250070
48019,BANDERA,TX,2007,293430
48019,BANDERA,TX,2008,299080
48019,BANDERA,TX,2009,386860
48019,BANDERA,TX,2010,458050
48019,BANDERA,TX,2011,565510
48019,BANDERA,TX,2012,492240
48019,BANDERA,TX,2013,514810
48019,BANDERA,TX,2014,471200
13011,BANKS,GA,2006,296995
13011,BANKS,GA,2007,344940
13011,BANKS,GA,2008,439600
13011,BANKS,GA,2009,500000
13011,BANKS,GA,2010,640900
13011,BANKS,GA,2011,669460
13011,BANKS,GA,2012,658230
13011,BANKS,GA,2013,635920
13011,BANKS,GA,2014,667900
16005,BANNOCK,ID,2006,2116980
16005,BANNOCK,ID,2007,2371490
16005,BANNOCK,ID,2008,2639970
16005,BANNOCK,ID,2009,3002960
16005,BANNOCK,ID,2010,3536770
16005,BANNOCK,ID,2011,4035680
16005,BANNOCK,ID,2012,4335070
16005,BANNOCK,ID,2013,4527000
16005,BANNOCK,ID,2014,4554920
26013,BARAGA,MI,2006,286020
26013,BARAGA,MI,2007,323800
26013,BARAGA,MI,2008,358800
26013,BARAGA,MI,2009,372520
26013,BARAGA,MI,2010,390200
26013,BARAGA,MI,2011,445200
26013,BARAGA,MI,2012,473130
26013,BARAGA,MI,2013,439820
26013,BARAGA,MI,2014,423700
20007,BARBER,KS,2006,140200
20007,BARBER,KS,2007,140460
20007,BARBER,KS,2008,151300
20007,BARBER,KS,2009,158730
20007,BARBER,KS,2010,199300
20007,BARBER,KS,2011,223890
20007,BARBER,KS,2012,206310
20007,BARBER,KS,2013,218490
20007,BARBER,KS,2014,236680
01005,BARBOUR,AL,2006,827060
01005,BARBOUR,AL,2007,951130
01005,BARBOUR,AL,2008,1009540
01005,BARBOUR,AL,2009,1115140
01005,BARBOUR,AL,2010,1259920
01005,BARBOUR,AL,2011,1380550
01005,BARBOUR,AL,2012,1447300
01005,BARBOUR,AL,2013,1436930
01005,BARBOUR,AL,2014,1292060
54001,BARBOUR,WV,2006,508100
54001,BARBOUR,WV,2007,625150
54001,BARBOUR,WV,2008,766200
54001,BARBOUR,WV,2009,869860
54001,BARBOUR,WV,2010,945110
54001,BARBOUR,WV,2011,969850
54001,BARBOUR,WV,2012,995980
54001,BARBOUR,WV,2013,892280
54001,BARBOUR,WV,2014,877940
38003,BARNES,ND,2006,201050
38003,BARNES,ND,2007,245910
38003,BARNES,ND,2008,257220
38003,BARNES,ND,2009,265000
38003,BARNES,ND,2010,271060
38003,BARNES,ND,2011,318190
38003,BARNES,ND,2012,315160
38003,BARNES,ND,2013,296160
38003,BARNES,ND,2014,307970
25001,BARNSTABLE,MA,2006,6526795
25001,BARNSTABLE,MA,2007,7078630
25001,BARNSTABLE,MA,2008,7291600
25001,BARNSTABLE,MA,2009,7777070
25001,BARNSTABLE,MA,2010,7815550
25001,BARNSTABLE,MA,2011,7630040
25001,BARNSTABLE,MA,2012,7305270
25001,BARNSTABLE,MA,2013,7010260
25001,BARNSTABLE,MA,2014,6646040
45011,BARNWELL,SC,2006,745100
45011,BARNWELL,SC,2007,905880
45011,BARNWELL,SC,2008,1073720
45011,BARNWELL,SC,2009,1182600
45011,BARNWELL,SC,2010,1275780
45011,BARNWELL,SC,2011,1339590
45011,BARNWELL,SC,2012,1263740
45011,BARNWELL,SC,2013,1169200
45011,BARNWELL,SC,2014,1090470
21009,BARREN,KY,2006,1935850
21009,BARREN,KY,2007,2417040
21009,BARREN,KY,2008,2716520
21009,BARREN,KY,2009,3067170
21009,BARREN,KY,2010,3515560
21009,BARREN,KY,2011,4048956
21009,BARREN,KY,2012,4041930
21009,BARREN,KY,2013,3833130
21009,BARREN,KY,2014,3691540
55005,BARRON,WI,2006,858800
55005,BARRON,WI,2007,1001940
55005,BARRON,WI,2008,1238530
55005,BARRON,WI,2009,1277690
55005,BARRON,WI,2010,1460696
55005,BARRON,WI,2011,1632730
55005,BARRON,WI,2012,1735720
55005,BARRON,WI,2013,1711130
55005,BARRON,WI,2014,1673190
13013,BARROW,GA,2006,2205200
13013,BARROW,GA,2007,2739260
13013,BARROW,GA,2008,2875730
13013,BARROW,GA,2009,3102530
13013,BARROW,GA,2010,3462970
13013,BARROW,GA,2011,3636180
13013,BARROW,GA,2012,3622790
13013,BARROW,GA,2013,3388680
13013,BARROW,GA,2014,3445140
26015,BARRY,MI,2006,1032365
26015,BARRY,MI,2007,1159370
26015,BARRY,MI,2008,1361990
26015,BARRY,MI,2009,1438960
26015,BARRY,MI,2010,1497880
26015,BARRY,MI,2011,1792120
26015,BARRY,MI,2012,1822690
26015,BARRY,MI,2013,1913860
26015,BARRY,MI,2014,2010900
29009,BARRY,MO,2006,1762060
29009,BARRY,MO,2007,1978620
29009,BARRY,MO,2008,2127304
29009,BARRY,MO,2009,2198390
29009,BARRY,MO,2010,2389240
29009,BARRY,MO,2011,2579180
29009,BARRY,MO,2012,2742680
29009,BARRY,MO,2013,2653880
29009,BARRY,MO,2014,2737690
18005,BARTHOLOMEW,IN,2006,3653220
18005,BARTHOLOMEW,IN,2007,4469380
18005,BARTHOLOMEW,IN,2008,4919084
18005,BARTHOLOMEW,IN,2009,5290300
18005,BARTHOLOMEW,IN,2010,5476300
18005,BARTHOLOMEW,IN,2011,6032830
18005,BARTHOLOMEW,IN,2012,6210390
18005,BARTHOLOMEW,IN,2013,5891510
18005,BARTHOLOMEW,IN,2014,4442630
20009,BARTON,KS,2006,829870
20009,BARTON,KS,2007,988760
20009,BARTON,KS,2008,1129600
20009,BARTON,KS,2009,1293720
20009,BARTON,KS,2010,1409810
20009,BARTON,KS,2011,1504120
20009,BARTON,KS,2012,1512060
20009,BARTON,KS,2013,1403260
20009,BARTON,KS,2014,1427220
29011,BARTON,MO,2006,429170
29011,BARTON,MO,2007,514250
29011,BARTON,MO,2008,586610
29011,BARTON,MO,2009,620810
29011,BARTON,MO,2010,625100
29011,BARTON,MO,2011,694460
29011,BARTON,MO,2012,770020
29011,BARTON,MO,2013,767330
29011,BARTON,MO,2014,797770
13015,BARTOW,GA,2006,3393250
13015,BARTOW,GA,2007,3883630
13015,BARTOW,GA,2008,4163240
13015,BARTOW,GA,2009,4729050
13015,BARTOW,GA,2010,5347350
13015,BARTOW,GA,2011,5801086
13015,BARTOW,GA,2012,5721560
13015,BARTOW,GA,2013,5435855
13015,BARTOW,GA,2014,5300760
48021,BASTROP,TX,2006,1402040
48021,BASTROP,TX,2007,1907900
48021,BASTROP,TX,2008,1954870
48021,BASTROP,TX,2009,2008700
48021,BASTROP,TX,2010,2188390
48021,BASTROP,TX,2011,2400180
48021,BASTROP,TX,2012,2521830
48021,BASTROP,TX,2013,2606580
48021,BASTROP,TX,2014,2676190
29013,BATES,MO,2006,503200
29013,BATES,MO,2007,547200
29013,BATES,MO,2008,644900
29013,BATES,MO,2009,708200
29013,BATES,MO,2010,834120
29013,BATES,MO,2011,1016500
29013,BATES,MO,2012,1171780
29013,BATES,MO,2013,1161930
29013,BATES,MO,2014,1255840
21011,BATH,KY,2006,265610
21011,BATH,KY,2007,300690
21011,BATH,KY,2008,346500
21011,BATH,KY,2009,324000
21011,BATH,KY,2010,389890
21011,BATH,KY,2011,387100
21011,BATH,KY,2012,408900
21011,BATH,KY,2013,374100
21011,BATH,KY,2014,371960
51017,BATH,VA,2006,73440
51017,BATH,VA,2007,77600
51017,BATH,VA,2008,84000
51017,BATH,VA,2009,76500
51017,BATH,VA,2010,93200
51017,BATH,VA,2011,99100
51017,BATH,VA,2012,128800
51017,BATH,VA,2013,131200
51017,BATH,VA,2014,146300
05005,BAXTER,AR,2006,1414270
05005,BAXTER,AR,2007,1576990
05005,BAXTER,AR,2008,1824620
05005,BAXTER,AR,2009,2208850
05005,BAXTER,AR,2010,2545280
05005,BAXTER,AR,2011,2644210
05005,BAXTER,AR,2012,2875390
05005,BAXTER,AR,2013,2991610
05005,BAXTER,AR,2014,3081000
12005,BAY,FL,2006,8415570
12005,BAY,FL,2007,8491350
12005,BAY,FL,2008,9176580
12005,BAY,FL,2009,9279860
12005,BAY,FL,2010,9684230
12005,BAY,FL,2011,10165230
12005,BAY,FL,2012,10150650
12005,BAY,FL,2013,10436600
12005,BAY,FL,2014,11399460
26017,BAY,MI,2006,3771300
26017,BAY,MI,2007,4238930
26017,BAY,MI,2008,4792270
26017,BAY,MI,2009,5156840
26017,BAY,MI,2010,5573732
26017,BAY,MI,2011,6018258
26017,BAY,MI,2012,6323492
26017,BAY,MI,2013,6362764
26017,BAY,MI,2014,7003820
55007,BAYFIELD,WI,2006,57400
55007,BAYFIELD,WI,2007,67880
55007,BAYFIELD,WI,2008,69500
55007,BAYFIELD,WI,2009,73500
55007,BAYFIELD,WI,2010,58000
55007,BAYFIELD,WI,2011,55100
55007,BAYFIELD,WI,2012,62600
55007,BAYFIELD,WI,2013,71300
55007,BAYFIELD,WI,2014,84800
48023,BAYLOR,TX,2006,93800
48023,BAYLOR,TX,2007,105140
48023,BAYLOR,TX,2008,106700
48023,BAYLOR,TX,2009,133100
48023,BAYLOR,TX,2010,124500
48023,BAYLOR,TX,2011,150260
48023,BAYLOR,TX,2012,175310
48023,BAYLOR,TX,2013,160800
48023,BAYLOR,TX,2014,170700
46005,BEADLE,SD,2006,176600
46005,BEADLE,SD,2007,219640
46005,BEADLE,SD,2008,262300
46005,BEADLE,SD,2009,309020
46005,BEADLE,SD,2010,356000
46005,BEADLE,SD,2011,427020
46005,BEADLE,SD,2012,449400
46005,BEADLE,SD,2013,487800
46005,BEADLE,SD,2014,507160
16007,BEAR LAKE,ID,2006,242800
16007,BEAR LAKE,ID,2007,280100
16007,BEAR LAKE,ID,2008,249000
16007,BEAR LAKE,ID,2009,287500
16007,BEAR LAKE,ID,2010,318800
16007,BEAR LAKE,ID,2011,321100
16007,BEAR LAKE,ID,2012,330680
16007,BEAR LAKE,ID,2013,347380
16007,BEAR LAKE,ID,2014,310220
37013,BEAUFORT,NC,2006,1311180
37013,BEAUFORT,NC,2007,1518050
37013,BEAUFORT,NC,2008,1665200
37013,BEAUFORT,NC,2009,1868090
37013,BEAUFORT,NC,2010,1832410
37013,BEAUFORT,NC,2011,2179340
37013,BEAUFORT,NC,2012,2216970
37013,BEAUFORT,NC,2013,2231680
37013,BEAUFORT,NC,2014,2231250
45013,BEAUFORT,SC,2006,2675430
45013,BEAUFORT,SC,2007,3018720
45013,BEAUFORT,SC,2008,3370500
45013,BEAUFORT,SC,2009,3527500
45013,BEAUFORT,SC,2010,3647340
45013,BEAUFORT,SC,2011,4053140
45013,BEAUFORT,SC,2012,4103350
45013,BEAUFORT,SC,2013,3915550
45013,BEAUFORT,SC,2014,3972800
22011,BEAUREGARD,LA,2006,724780
22011,BEAUREGARD,LA,2007,817210
22011,BEAUREGARD,LA,2008,945460
22011,BEAUREGARD,LA,2009,1239660
22011,BEAUREGARD,LA,2010,1480320
22011,BEAUREGARD,LA,2011,1576490
22011,BEAUREGARD,LA,2012,1619660
22011,BEAUREGARD,LA,2013,1431270
22011,BEAUREGARD,LA,2014,1323110
40007,BEAVER,OK,2006,62200
40007,BEAVER,OK,2007,76400
40007,BEAVER,OK,2008,90800
40007,BEAVER,OK,2009,91900
40007,BEAVER,OK,2010,117000
40007,BEAVER,OK,2011,141830
40007,BEAVER,OK,2012,149730
40007,BEAVER,OK,2013,152360
40007,BEAVER,OK,2014,144180
42007,BEAVER,PA,2006,4411410
42007,BEAVER,PA,2007,5077800
42007,BEAVER,PA,2008,5462670
42007,BEAVER,PA,2009,5921030
42007,BEAVER,PA,2010,6118780
42007,BEAVER,PA,2011,6651440
42007,BEAVER,PA,2012,6763960
42007,BEAVER,PA,2013,7097300
42007,BEAVER,PA,2014,6578640
49001,BEAVER,UT,2006,222900
49001,BEAVER,UT,2007,238600
49001,BEAVER,UT,2008,238000
49001,BEAVER,UT,2009,232300
49001,BEAVER,UT,2010,224000
49001,BEAVER,UT,2011,263260
49001,BEAVER,UT,2012,308510
49001,BEAVER,UT,2013,307400
49001,BEAVER,UT,2014,275700
30001,BEAVERHEAD,MT,2006,216100
30001,BEAVERHEAD,MT,2007,225500
30001,BEAVERHEAD,MT,2008,214600
30001,BEAVERHEAD,MT,2009,218600
30001,BEAVERHEAD,MT,2010,271760
30001,BEAVERHEAD,MT,2011,312830
30001,BEAVERHEAD,MT,2012,341800
30001,BEAVERHEAD,MT,2013,315900
30001,BEAVERHEAD,MT,2014,313700
27005,BECKER,MN,2006,402402
27005,BECKER,MN,2007,492724
27005,BECKER,MN,2008,630560
27005,BECKER,MN,2009,648410
27005,BECKER,MN,2010,699080
27005,BECKER,MN,2011,843920
27005,BECKER,MN,2012,907940
27005,BECKER,MN,2013,898190
27005,BECKER,MN,2014,889220
40009,BECKHAM,OK,2006,1425000
40009,BECKHAM,OK,2007,1587110
40009,BECKHAM,OK,2008,1624480
40009,BECKHAM,OK,2009,1844990
40009,BECKHAM,OK,2010,1902910
40009,BECKHAM,OK,2011,2139460
40009,BECKHAM,OK,2012,2191600
40009,BECKHAM,OK,2013,2139350
40009,BECKHAM,OK,2014,2051840
42009,BEDFORD,PA,2006,1183900
42009,BEDFORD,PA,2007,1344950
42009,BEDFORD,PA,2008,1433840
42009,BEDFORD,PA,2009,1620170
42009,BEDFORD,PA,2010,1702820
42009,BEDFORD,PA,2011,1776720
