geoid,county_name,total_population_2014
54097,"Upshur County, West Virginia",24487
54099,"Wayne County, West Virginia",41735
54101,"Webster County, West Virginia",9005
54103,"Wetzel County, West Virginia",16314
54105,"Wirt County, West Virginia",5810
54107,"Wood County, West Virginia",86595
54109,"Wyoming County, West Virginia",23203
55001,"Adams County, Wisconsin",20604
55003,"Ashland County, Wisconsin",16065
55005,"Barron County, Wisconsin",45718
55007,"Bayfield County, Wisconsin",15064
55009,"Brown County, Wisconsin",252698
55011,"Buffalo County, Wisconsin",13374
55013,"Burnett County, Wisconsin",15387
55015,"Calumet County, Wisconsin",49502
55017,"Chippewa County, Wisconsin",63051
55019,"Clark County, Wisconsin",34575
55021,"Columbia County, Wisconsin",56659
55023,"Crawford County, Wisconsin",16525
55025,"Dane County, Wisconsin",502984
55027,"Dodge County, Wisconsin",88589
55029,"Door County, Wisconsin",27789
55031,"Douglas County, Wisconsin",43901
55033,"Dunn County, Wisconsin",44045
55035,"Eau Claire County, Wisconsin",100607
55037,"Florence County, Wisconsin",4473
55039,"Fond du Lac County, Wisconsin",101709
55041,"Forest County, Wisconsin",9198
55043,"Grant County, Wisconsin",51272
55045,"Green County, Wisconsin",36971
55047,"Green Lake County, Wisconsin",19001
55049,"Iowa County, Wisconsin",23754
55051,"Iron County, Wisconsin",5927
55053,"Jackson County, Wisconsin",20543
55055,"Jefferson County, Wisconsin",84201
55057,"Juneau County, Wisconsin",26607
55059,"Kenosha County, Wisconsin",167268
55061,"Kewaunee County, Wisconsin",20545
55063,"La Crosse County, Wisconsin",116470
55065,"Lafayette County, Wisconsin",16847
55067,"Langlade County, Wisconsin",19706
55069,"Lincoln County, Wisconsin",28566
55071,"Manitowoc County, Wisconsin",80805
55073,"Marathon County, Wisconsin",134886
55075,"Marinette County, Wisconsin",41488
55077,"Marquette County, Wisconsin",15224
55078,"Menominee County, Wisconsin",4382
55079,"Milwaukee County, Wisconsin",953401
55081,"Monroe County, Wisconsin",45116
55083,"Oconto County, Wisconsin",37483
55085,"Oneida County, Wisconsin",35754
55087,"Outagamie County, Wisconsin",179139
55089,"Ozaukee County, Wisconsin",86930
55091,"Pepin County, Wisconsin",7390
55093,"Pierce County, Wisconsin",40859
55095,"Polk County, Wisconsin",43698
55097,"Portage County, Wisconsin",70337
55099,"Price County, Wisconsin",13888
55101,"Racine County, Wisconsin",195039
55103,"Richland County, Wisconsin",17842
55105,"Rock County, Wisconsin",160465
55107,"Rusk County, Wisconsin",14468
55109,"St. Croix County, Wisconsin",85442
55111,"Sauk County, Wisconsin",62681
55113,"Sawyer County, Wisconsin",16516
55115,"Shawano County, Wisconsin",41697
55117,"Sheboygan County, Wisconsin",115168
55119,"Taylor County, Wisconsin",20596
55121,"Trempealeau County, Wisconsin",29274
55123,"Vernon County, Wisconsin",30124
55125,"Vilas County, Wisconsin",21368
55127,"Walworth County, Wisconsin",102920
55129,"Washburn County, Wisconsin",15785
55131,"Washington County, Wisconsin",132526
55133,"Waukesha County, Wisconsin",392511
55135,"Waupaca County, Wisconsin",52212
55137,"Waushara County, Wisconsin",24409
55139,"Winnebago County, Wisconsin",168413
55141,"Wood County, Wisconsin",74261
56001,"Albany County, Wyoming",37220
56003,"Big Horn County, Wyoming",11827
56005,"Campbell County, Wyoming",47448
56007,"Carbon County, Wyoming",15795
56009,"Converse County, Wyoming",13991
56011,"Crook County, Wyoming",7155
56013,"Fremont County, Wyoming",40739
56015,"Goshen County, Wyoming",13555
56017,"Hot Springs County, Wyoming",4826
56019,"Johnson County, Wyoming",8599
56021,"Laramie County, Wyoming",94412
56023,"Lincoln County, Wyoming",18180
56025,"Natrona County, Wyoming",78667
56027,"Niobrara County, Wyoming",2492
56029,"Park County, Wyoming",28735
56031,"Platte County, Wyoming",8730
56033,"Sheridan County, Wyoming",29578
56035,"Sublette County, Wyoming",10183
56037,"Sweetwater County, Wyoming",44595
56039,"Teton County, Wyoming",21956
56041,"Uinta County, Wyoming",20989
56043,"Washakie County, Wyoming",8444
56045,"Weston County, Wyoming",7135
11001,"District of Columbia, District of Columbia",633736
